2018-11-26 13:51:50.2427 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 14:34:43.4763 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 14:47:12.5040 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 14:50:40.4945 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 17:36:58.6086 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 17:44:33.7742 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 17:53:13.3243 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 17:56:27.1830 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 18:03:54.4141 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 19:47:53.6523 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 20:15:28.7511 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 21:21:19.3423 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 21:26:40.9504 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 21:31:16.5228 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

2018-11-26 21:32:35.3352 | INFO | Web.Controllers.AccountController | user:admin;IP:172.27.217.241 

